iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
284,0.49,0.4021,-0.0137,8.335,537.21,1953.47,0.663,4.463,19.1899,0.2147,8.4591,-3.0953,-0.0022,-0.6072,-0.2402,-0.6522,-0.2096,-0.2916,-0.0165,-0.1274,4.417,1.1572,0.4283,0.9786,0.0175,0.0039,33516000.0
285,0.49,0.3981,-0.0127,8.3255,569.78,2000.0,0.672,4.5,19.5935,0.2143,8.5354,-3.1123,-0.0021,-0.6141,-0.2451,-0.6824,-0.2151,-0.2948,-0.0167,-0.1282,4.4278,1.1417,0.4374,0.9788,0.0173,0.0039,33633600.0
286,0.49,0.3959,-0.0136,8.3111,565.05,1999.01,0.6821,4.4914,18.8436,0.2143,8.4814,-3.089,-0.0022,-0.6359,-0.2455,-0.689,-0.2358,-0.2966,-0.0171,-0.1295,4.4383,1.2286,0.4433,0.9789,0.0171,0.0039,33751200.0
287,0.49,0.4393,-0.0121,8.2929,547.18,1982.56,0.6724,4.4536,18.3057,0.2119,8.3677,-3.0565,-0.0022,-0.6172,-0.2445,-0.6551,-0.2184,-0.2977,-0.0167,-0.1281,4.4467,1.2705,0.4335,0.9786,0.0172,0.0042,33868800.0
288,0.49,0.4189,-0.0152,8.2603,550.63,2000.0,0.6786,4.4823,19.4758,0.2061,8.4856,-3.0997,-0.0022,-0.6251,-0.2545,-0.7087,-0.2422,-0.3009,-0.017,-0.132,4.4577,1.1463,0.4536,0.9786,0.0171,0.0043,33986400.0
289,0.48,0.4147,-0.0146,8.2406,561.43,1998.94,0.6877,4.484,19.857,0.2082,8.4305,-3.0811,-0.0023,-0.625,-0.2568,-0.675,-0.2439,-0.3013,-0.0171,-0.1309,4.4675,1.1051,0.4481,0.9788,0.0168,0.0044,34104000.0
290,0.48,0.4148,-0.0151,8.2204,570.99,1998.64,0.657,4.5094,19.3592,0.2086,8.5887,-3.1014,-0.0021,-0.6007,-0.245,-0.7149,-0.3178,-0.2967,-0.018,-0.1331,4.4739,1.185,0.4272,0.9788,0.0165,0.0047,34221600.0
291,0.48,0.4558,-0.0129,8.1926,574.85,1984.78,0.6388,4.459,20.1388,0.2189,8.4887,-3.0451,-0.002,-0.5784,-0.2222,-0.6492,-0.2167,-0.2882,-0.0164,-0.1265,4.4819,1.0858,0.403,0.9792,0.016,0.0048,34339200.0
292,0.48,0.4377,-0.0126,8.1661,557.77,1975.63,0.6889,4.4601,19.0325,0.2103,8.3878,-3.0343,-0.0024,-0.631,-0.2441,-0.6543,-0.2532,-0.2974,-0.0171,-0.1318,4.4885,1.2297,0.443,0.9792,0.0159,0.0049,34456800.0
293,0.48,0.4755,-0.0109,8.1467,552.32,1982.44,0.6888,4.4527,19.1807,0.2113,8.3528,-3.0228,-0.0023,-0.625,-0.2421,-0.6462,-0.2025,-0.2973,-0.0165,-0.1281,4.4976,1.1716,0.4388,0.9794,0.0157,0.0049,34574400.0
294,0.48,0.4682,-0.0148,8.1096,551.75,1973.72,0.6767,4.4277,19.1016,0.2129,8.336,-2.9798,-0.0022,-0.6132,-0.2354,-0.6563,-0.1831,-0.2892,-0.0161,-0.1263,4.5059,1.2163,0.4202,0.9797,0.0154,0.0049,34692000.0
295,0.48,0.4651,-0.0109,8.0938,549.32,1992.44,0.6621,4.482,18.7966,0.2144,8.4723,-3.0321,-0.0022,-0.6051,-0.2391,-0.6761,-0.2693,-0.2955,-0.0173,-0.1302,4.5135,1.2013,0.4234,0.9798,0.015,0.0051,34809600.0
296,0.48,0.4353,-0.0122,8.0725,551.99,1990.31,0.6948,4.4771,20.323,0.2081,8.4307,-3.0372,-0.0024,-0.6272,-0.2497,-0.6828,-0.2191,-0.2982,-0.0167,-0.1298,4.5193,1.1238,0.4481,0.98,0.0146,0.0054,34927200.0
297,0.48,0.5795,-0.0105,8.0399,553.58,1963.12,0.6406,4.4057,18.9672,0.2125,8.3465,-2.9779,-0.002,-0.5695,-0.225,-0.6587,-0.2417,-0.2858,-0.0164,-0.1262,4.5254,1.1285,0.3916,0.9796,0.0147,0.0057,35044800.0
298,0.48,0.4824,-0.0138,8.0214,549.28,1950.73,0.6498,4.4192,18.7211,0.2121,8.3622,-2.9893,-0.0021,-0.5857,-0.2321,-0.6379,-0.2164,-0.2922,-0.0162,-0.1267,4.5328,1.2002,0.4111,0.9792,0.0149,0.0059,35162400.0
299,0.48,0.4382,-0.0132,7.9891,558.86,1984.29,0.7083,4.4874,19.3346,0.2144,8.3726,-3.0112,-0.0024,-0.6329,-0.2498,-0.6525,-0.2135,-0.3016,-0.0167,-0.1279,4.5408,1.2175,0.4487,0.9795,0.0145,0.0059,35280000.0
300,0.47,0.4897,-0.013,7.9778,561.62,1976.97,0.6536,4.3315,19.4,0.2064,8.1677,-2.93,-0.0021,-0.5819,-0.2272,-0.6165,-0.1763,-0.2873,-0.0157,-0.1229,4.5475,1.0828,0.4128,0.9794,0.0145,0.0061,35397600.0
301,0.47,0.4649,-0.0142,7.9641,550.87,1955.96,0.6814,4.4655,18.1972,0.2111,8.3814,-2.9907,-0.0022,-0.6068,-0.2391,-0.6337,-0.1819,-0.2963,-0.016,-0.1274,4.5573,1.3177,0.4232,0.979,0.0146,0.0065,35515200.0
302,0.47,0.4796,-0.0143,7.9274,541.0,1963.87,0.6648,4.4779,19.5416,0.2122,8.4651,-3.0115,-0.0022,-0.5968,-0.2406,-0.6727,-0.2461,-0.294,-0.017,-0.1292,4.5619,1.1038,0.4162,0.9784,0.0147,0.0069,35632800.0
303,0.47,0.4179,-0.014,7.9067,554.99,1986.16,0.6623,4.519,19.3334,0.2111,8.5622,-3.0316,-0.0021,-0.5864,-0.2392,-0.6844,-0.21,-0.2972,-0.0167,-0.1289,4.5678,1.1954,0.4162,0.9786,0.0144,0.007,35750400.0
304,0.47,0.4758,-0.0123,7.8902,555.0,1975.56,0.6897,4.4086,19.2569,0.204,8.2723,-2.9423,-0.0023,-0.6046,-0.2373,-0.6497,-0.1612,-0.2937,-0.0156,-0.1249,4.5734,1.166,0.432,0.9789,0.0137,0.0075,35868000.0
305,0.47,0.4291,-0.0145,7.8727,560.25,1973.08,0.655,4.4801,18.8184,0.2089,8.4752,-2.9969,-0.0021,-0.5868,-0.2297,-0.6648,-0.1997,-0.2954,-0.0163,-0.1276,4.5763,1.236,0.4116,0.9783,0.0139,0.0078,35985600.0
306,0.47,0.4589,-0.0107,7.8601,569.01,1992.18,0.6722,4.4911,19.9584,0.2123,8.5088,-3.0082,-0.0022,-0.5888,-0.2403,-0.6714,-0.1979,-0.2955,-0.0164,-0.1275,4.582,1.1377,0.4228,0.9785,0.0135,0.008,36103200.0
307,0.47,0.4657,-0.0106,7.8335,560.19,1988.05,0.6842,4.4878,18.6163,0.2053,8.4634,-2.9923,-0.0023,-0.6022,-0.2453,-0.6952,-0.2593,-0.2981,-0.0172,-0.1314,4.5885,1.2619,0.4338,0.9789,0.0131,0.008,36220800.0
308,0.47,0.4885,-0.0126,7.816,550.72,1970.79,0.6824,4.4171,18.7195,0.209,8.2758,-2.9241,-0.0023,-0.6,-0.2333,-0.6324,-0.211,-0.2903,-0.0162,-0.1251,4.5971,1.2174,0.4158,0.9789,0.0127,0.0083,36338400.0
309,0.47,0.4448,-0.013,7.7962,551.59,1968.95,0.682,4.4846,18.4958,0.2127,8.4178,-2.9716,-0.0023,-0.5973,-0.2376,-0.6514,-0.2086,-0.301,-0.0166,-0.1279,4.6007,1.2512,0.4164,0.9783,0.0129,0.0088,36456000.0
310,0.47,0.402,-0.0126,7.7693,556.64,1963.17,0.6771,4.4377,19.7288,0.2025,8.335,-2.9521,-0.0023,-0.6019,-0.2416,-0.7037,-0.2756,-0.2985,-0.0173,-0.1304,4.6026,1.1611,0.4268,0.9781,0.0127,0.0092,36573600.0
311,0.47,0.3909,-0.0126,7.7354,550.85,1997.78,0.6644,4.535,18.462,0.2145,8.556,-2.9934,-0.0021,-0.5795,-0.234,-0.658,-0.1864,-0.2975,-0.0163,-0.1276,4.61,1.272,0.3999,0.9787,0.0122,0.0091,36691200.0
312,0.46,0.3942,-0.0115,7.7309,555.52,1993.81,0.6654,4.5255,19.1754,0.2166,8.5622,-2.9862,-0.0021,-0.5766,-0.2286,-0.6568,-0.2351,-0.2928,-0.0168,-0.1296,4.6198,1.2183,0.4012,0.9789,0.012,0.0091,36808800.0
313,0.46,0.395,-0.013,7.6979,552.09,1996.03,0.6986,4.4969,18.5442,0.2109,8.4127,-2.9732,-0.0025,-0.6167,-0.2506,-0.6922,-0.2859,-0.3031,-0.0177,-0.1326,4.6258,1.2516,0.4411,0.979,0.0116,0.0094,36926400.0
314,0.46,0.394,-0.0156,7.6796,558.92,1994.04,0.7081,4.481,19.5776,0.2042,8.3746,-2.9448,-0.0024,-0.6122,-0.242,-0.6428,-0.1959,-0.2988,-0.0164,-0.1286,4.6366,1.1804,0.437,0.979,0.0112,0.0097,37044000.0
315,0.46,0.3943,-0.0137,7.6643,572.13,1996.46,0.6775,4.5243,19.9493,0.2069,8.5376,-2.9887,-0.0022,-0.5894,-0.2363,-0.7166,-0.2397,-0.2988,-0.0169,-0.1305,4.6464,1.1035,0.4142,0.9786,0.0112,0.0102,37161600.0
316,0.46,0.3922,-0.0144,7.6445,568.18,2000.0,0.6963,4.5155,19.257,0.2086,8.4704,-2.9603,-0.0023,-0.6081,-0.2488,-0.6999,-0.2541,-0.2991,-0.0171,-0.1299,4.6528,1.2149,0.4227,0.9786,0.0112,0.0102,37279200.0
317,0.46,0.4281,-0.0135,7.6238,557.27,1991.78,0.7081,4.4725,19.1507,0.2138,8.3449,-2.9084,-0.0024,-0.6169,-0.2371,-0.6529,-0.2198,-0.2987,-0.0165,-0.1281,4.6571,1.2586,0.4341,0.9779,0.0113,0.0108,37396800.0
318,0.46,0.4428,-0.0124,7.6014,564.22,1972.68,0.6976,4.4672,20.3354,0.2115,8.3589,-2.9048,-0.0024,-0.5991,-0.2364,-0.6391,-0.1944,-0.2933,-0.0164,-0.1265,4.6592,1.1243,0.4211,0.9778,0.0114,0.0108,37514400.0
319,0.46,0.3996,-0.0163,7.5666,565.29,1976.17,0.6752,4.5283,19.4811,0.2188,8.5345,-2.9513,-0.0022,-0.5807,-0.2326,-0.6516,-0.2148,-0.294,-0.0166,-0.1288,4.6624,1.207,0.3986,0.9776,0.0112,0.0112,37632000.0
320,0.46,0.4051,-0.0134,7.5486,575.46,1998.07,0.676,4.5272,19.858,0.2149,8.5118,-2.9631,-0.0022,-0.5775,-0.2261,-0.66,-0.2322,-0.2959,-0.0167,-0.1285,4.6698,1.1597,0.4018,0.9775,0.0111,0.0114,37749600.0
321,0.46,0.4001,-0.0144,7.5279,560.63,1996.02,0.6613,4.528,18.74,0.2138,8.5436,-2.9607,-0.002,-0.5659,-0.2203,-0.6485,-0.1862,-0.297,-0.0162,-0.128,4.677,1.2609,0.3951,0.9774,0.011,0.0116,37867200.0
322,0.46,0.3988,-0.0133,7.504,553.54,1996.02,0.6897,4.5231,18.6289,0.2176,8.4488,-2.932,-0.0024,-0.5967,-0.2297,-0.6382,-0.2124,-0.3017,-0.0164,-0.1289,4.68,1.2795,0.4155,0.9769,0.011,0.012,37984800.0
323,0.45,0.5045,-0.0121,7.4751,572.85,1958.94,0.6705,4.3674,20.2298,0.2072,8.1944,-2.8411,-0.0022,-0.5717,-0.221,-0.6219,-0.1807,-0.286,-0.0156,-0.1226,4.6873,1.003,0.4001,0.9769,0.0111,0.012,38102400.0
324,0.45,0.3919,-0.0135,7.4543,572.9,1965.26,0.6891,4.537,20.3139,0.2173,8.5042,-2.9304,-0.0023,-0.5804,-0.2311,-0.6649,-0.2254,-0.2954,-0.0168,-0.129,4.6957,1.1529,0.4027,0.9769,0.0112,0.0118,38220000.0
325,0.45,0.4751,-0.0113,7.412,558.31,1982.35,0.6748,4.4388,18.2263,0.2142,8.3322,-2.8645,-0.0022,-0.5694,-0.2229,-0.6407,-0.1869,-0.2897,-0.0158,-0.1248,4.7021,1.2373,0.3993,0.9769,0.0111,0.012,38337600.0
326,0.45,0.3869,-0.0135,7.3878,564.64,1982.35,0.6713,4.5431,20.6741,0.2176,8.532,-2.9241,-0.0022,-0.5752,-0.2267,-0.653,-0.2297,-0.2997,-0.0169,-0.1297,4.7066,1.0558,0.3968,0.9767,0.0112,0.012,38455200.0
327,0.45,0.4054,-0.0136,7.3507,576.17,1979.0,0.6533,4.4529,18.9778,0.2185,8.3599,-2.8647,-0.0021,-0.561,-0.2168,-0.6316,-0.2402,-0.2922,-0.0166,-0.127,4.7043,1.2449,0.3839,0.9761,0.0114,0.0124,38572800.0
328,0.45,0.4738,-0.0127,7.3448,561.61,1972.94,0.653,4.4666,17.3971,0.2139,8.417,-2.8829,-0.0021,-0.5537,-0.2263,-0.6442,-0.2288,-0.2916,-0.0164,-0.1275,4.7085,1.3285,0.3878,0.9755,0.0115,0.013,38690400.0
329,0.45,0.3837,-0.0135,7.3163,556.78,1975.44,0.6829,4.4982,19.6043,0.2003,8.4673,-2.9274,-0.0023,-0.5853,-0.2407,-0.714,-0.2492,-0.3003,-0.017,-0.1312,4.7147,1.1667,0.4211,0.975,0.0116,0.0133,38808000.0
330,0.45,0.3846,-0.0126,7.3031,559.96,1996.85,0.7154,4.5039,19.3414,0.2134,8.3749,-2.8769,-0.0025,-0.6103,-0.2383,-0.6451,-0.1845,-0.3049,-0.0164,-0.128,4.7167,1.1619,0.4334,0.9754,0.0114,0.0132,38925600.0
331,0.45,0.381,-0.0104,7.2867,563.58,1997.28,0.6693,4.5443,20.0352,0.2203,8.5646,-2.913,-0.0021,-0.5579,-0.2188,-0.6555,-0.2155,-0.2923,-0.0164,-0.128,4.7228,1.1382,0.3862,0.9757,0.0114,0.013,39043200.0
332,0.45,0.4466,-0.0124,7.2507,563.93,1964.14,0.6713,4.4315,19.6863,0.2049,8.3255,-2.8537,-0.0022,-0.5621,-0.2267,-0.67,-0.2323,-0.2909,-0.0166,-0.1277,4.7279,1.1218,0.4036,0.9751,0.0114,0.0135,39160800.0
333,0.45,0.4389,-0.0118,7.2299,562.61,1966.65,0.6552,4.5145,19.6144,0.2165,8.5288,-2.9064,-0.002,-0.5409,-0.2209,-0.6322,-0.1901,-0.288,-0.0161,-0.1249,4.7379,1.1305,0.3697,0.9745,0.0116,0.0139,39278400.0
334,0.44,0.4409,-0.0119,7.2036,566.15,1992.65,0.6913,4.5163,19.6475,0.2133,8.4482,-2.8896,-0.0023,-0.5746,-0.2268,-0.6628,-0.2153,-0.2963,-0.0164,-0.1278,4.7453,1.164,0.4021,0.9741,0.0119,0.014,39396000.0
335,0.44,0.4242,-0.0138,7.1944,558.73,1961.62,0.6723,4.414,19.1925,0.2119,8.2768,-2.8091,-0.0023,-0.5632,-0.2227,-0.6628,-0.2335,-0.2884,-0.0164,-0.1258,4.7485,1.138,0.393,0.9727,0.0124,0.015,39513600.0
336,0.44,0.3752,-0.0141,7.1726,574.67,1993.46,0.6956,4.5194,19.4481,0.2213,8.4439,-2.8644,-0.0023,-0.5822,-0.2286,-0.6549,-0.2237,-0.294,-0.0164,-0.1283,4.7485,1.2326,0.4006,0.972,0.0124,0.0155,39631200.0
337,0.44,0.4176,-0.011,7.154,563.59,1952.18,0.6614,4.3036,19.2975,0.2087,8.0166,-2.7162,-0.0022,-0.5494,-0.2138,-0.6336,-0.2219,-0.2837,-0.016,-0.1226,4.754,1.06,0.3774,0.9709,0.0127,0.0164,39748800.0
338,0.44,0.369,-0.0137,7.1344,559.08,1950.8,0.7192,4.5075,19.7475,0.221,8.35,-2.8297,-0.0025,-0.5834,-0.2247,-0.6407,-0.203,-0.2923,-0.0163,-0.1262,4.7623,1.185,0.4065,0.9701,0.0129,0.017,39866400.0
339,0.44,0.4784,-0.0129,7.1158,559.61,1971.63,0.6899,4.4955,19.6558,0.2214,8.3889,-2.839,-0.0023,-0.5632,-0.2181,-0.6393,-0.218,-0.2924,-0.0164,-0.1261,4.7696,1.1647,0.3924,0.9695,0.0128,0.0177,39984000.0
340,0.44,0.4041,-0.0113,7.0856,560.91,1973.41,0.6664,4.5455,20.0453,0.2133,8.5489,-2.8993,-0.0021,-0.5475,-0.2212,-0.6661,-0.2321,-0.2957,-0.0166,-0.1285,4.7766,1.1194,0.3806,0.9689,0.0131,0.018,40101600.0
341,0.44,0.438,-0.0129,7.0617,571.57,1974.44,0.6779,4.494,19.685,0.2236,8.4201,-2.8277,-0.0022,-0.5538,-0.2118,-0.6429,-0.2169,-0.2875,-0.0163,-0.1254,4.7827,1.1385,0.3818,0.968,0.0136,0.0184,40219200.0
342,0.44,0.3751,-0.0145,7.0411,564.19,1993.14,0.6951,4.5369,18.8492,0.2157,8.4707,-2.8599,-0.0023,-0.5733,-0.2245,-0.6655,-0.242,-0.2991,-0.0168,-0.1292,4.7842,1.2951,0.402,0.9676,0.0136,0.0188,40336800.0
343,0.44,0.4235,-0.0137,7.0102,563.88,1989.79,0.6822,4.5031,19.7195,0.2161,8.4163,-2.8303,-0.0023,-0.5626,-0.2221,-0.6558,-0.225,-0.2952,-0.0165,-0.127,4.7868,1.0896,0.3927,0.9677,0.0135,0.0187,40454400.0
344,0.44,0.4175,-0.0119,6.9857,566.17,1965.0,0.6936,4.4874,19.2803,0.2185,8.3564,-2.799,-0.0023,-0.5615,-0.2229,-0.6478,-0.173,-0.2924,-0.0158,-0.1242,4.7872,1.211,0.389,0.9668,0.0139,0.0193,40572000.0
345,0.44,0.4271,-0.0126,6.9683,561.32,1983.57,0.7207,4.4716,18.932,0.2086,8.3097,-2.7978,-0.0026,-0.5864,-0.2305,-0.6978,-0.221,-0.2958,-0.0165,-0.1269,4.7931,1.224,0.4239,0.9664,0.0139,0.0197,40689600.0
346,0.44,0.374,-0.0134,6.9603,548.97,1965.27,0.6623,4.3604,18.4901,0.2147,8.1198,-2.7115,-0.0022,-0.5433,-0.2079,-0.6605,-0.2547,-0.2827,-0.0164,-0.1241,4.7996,1.133,0.3676,0.9657,0.014,0.0202,40807200.0
347,0.43,0.3723,-0.0154,6.9368,571.89,1995.87,0.6787,4.5341,19.3954,0.221,8.4833,-2.8331,-0.0023,-0.5489,-0.2153,-0.6325,-0.1969,-0.295,-0.0162,-0.1251,4.8032,1.226,0.3859,0.9655,0.0139,0.0206,40924800.0
348,0.43,0.3578,-0.0146,6.9182,578.04,1997.8,0.6814,4.5516,20.2331,0.2219,8.5406,-2.8589,-0.0022,-0.5519,-0.2176,-0.6847,-0.229,-0.2957,-0.0165,-0.1272,4.8078,1.1509,0.3889,0.9653,0.0139,0.0208,41042400.0
349,0.43,0.3711,-0.0122,6.8897,566.15,1978.45,0.7087,4.4947,19.5395,0.205,8.358,-2.8026,-0.0025,-0.5765,-0.2305,-0.6946,-0.2334,-0.3001,-0.0168,-0.1285,4.8126,1.1642,0.4121,0.9652,0.014,0.0208,41160000.0
350,0.43,0.3544,-0.0155,6.8589,559.17,1992.87,0.6698,4.5595,19.1133,0.2234,8.5672,-2.8446,-0.0022,-0.5408,-0.212,-0.6835,-0.2283,-0.291,-0.0165,-0.1276,4.8131,1.2211,0.3736,0.9649,0.014,0.0211,41277600.0
351,0.43,0.3466,-0.0134,6.8423,570.62,1995.16,0.7043,4.5384,20.2457,0.2189,8.4594,-2.8121,-0.0024,-0.5674,-0.224,-0.6658,-0.2004,-0.2964,-0.0162,-0.1262,4.8166,1.1001,0.4006,0.9649,0.0139,0.0212,41395200.0
352,0.43,0.391,-0.0139,6.805,577.81,1978.64,0.6899,4.5072,20.4763,0.2135,8.4389,-2.8051,-0.0023,-0.5564,-0.2198,-0.6556,-0.1927,-0.2948,-0.0162,-0.1253,4.826,1.0659,0.3937,0.9652,0.0136,0.0212,41512800.0
353,0.43,0.3626,-0.0129,6.7852,571.85,1976.93,0.6834,4.5481,19.4177,0.2241,8.488,-2.8172,-0.0023,-0.551,-0.2166,-0.6649,-0.2076,-0.2982,-0.0162,-0.1262,4.8308,1.1941,0.3883,0.965,0.0135,0.0215,41630400.0
354,0.43,0.3469,-0.0151,6.7504,562.88,1990.02,0.6916,4.5312,18.4831,0.2202,8.4524,-2.804,-0.0023,-0.5505,-0.2153,-0.6361,-0.1875,-0.2917,-0.0159,-0.1249,4.8398,1.2653,0.3848,0.9644,0.0136,0.0221,41748000.0
355,0.43,0.3537,-0.0146,6.7373,546.88,1992.8,0.6846,4.535,17.5754,0.2214,8.4656,-2.7947,-0.0024,-0.5468,-0.2202,-0.6837,-0.2447,-0.2938,-0.0168,-0.1268,4.8477,1.3655,0.387,0.9645,0.0132,0.0223,41865600.0
356,0.43,0.4095,-0.0141,6.7182,548.9,1979.98,0.6898,4.4807,19.7297,0.2177,8.3597,-2.7521,-0.0023,-0.5447,-0.2089,-0.6602,-0.2117,-0.2907,-0.0162,-0.1253,4.8522,1.1813,0.3845,0.9643,0.0131,0.0226,41983200.0
357,0.43,0.3483,-0.0147,6.6902,568.15,1978.34,0.6999,4.5248,20.092,0.2203,8.43,-2.7779,-0.0024,-0.5514,-0.2139,-0.6588,-0.2051,-0.2942,-0.0163,-0.1263,4.8571,1.1433,0.3917,0.9639,0.0133,0.0229,42100800.0
358,0.42,0.3427,-0.0148,6.6742,564.62,1993.06,0.6822,4.558,19.6738,0.2311,8.5317,-2.7865,-0.0022,-0.5398,-0.2008,-0.6205,-0.1842,-0.2874,-0.0159,-0.1241,4.8583,1.1155,0.3733,0.9634,0.0133,0.0233,42218400.0
359,0.42,0.348,-0.0141,6.6518,579.68,1998.47,0.6984,4.5477,20.4005,0.2132,8.5008,-2.8054,-0.0023,-0.5452,-0.2201,-0.6902,-0.199,-0.294,-0.0164,-0.125,4.8643,1.0856,0.3895,0.9633,0.0132,0.0235,42336000.0
360,0.42,0.3474,-0.0131,6.6282,581.38,1998.91,0.6644,4.5835,19.6977,0.228,8.621,-2.8114,-0.0021,-0.5212,-0.2021,-0.6594,-0.212,-0.2872,-0.0163,-0.1253,4.8703,1.1609,0.3565,0.9632,0.0131,0.0237,42453600.0
361,0.42,0.4119,-0.0111,6.6069,554.08,1985.84,0.6831,4.521,17.9781,0.2163,8.4502,-2.7781,-0.0024,-0.5497,-0.2244,-0.7037,-0.2599,-0.2934,-0.0168,-0.1276,4.8764,1.2884,0.3849,0.963,0.0131,0.0239,42571200.0
362,0.42,0.4306,-0.0116,6.5814,543.08,1933.51,0.6887,4.4432,20.0119,0.2119,8.2997,-2.7323,-0.0023,-0.536,-0.2142,-0.6567,-0.2172,-0.2877,-0.0162,-0.123,4.8796,1.0373,0.3874,0.9623,0.0136,0.0241,42688800.0
363,0.42,0.3715,-0.0136,6.5452,567.19,1943.62,0.7117,4.5403,20.1411,0.2247,8.4245,-2.7581,-0.0025,-0.5611,-0.2122,-0.654,-0.2005,-0.2942,-0.016,-0.1258,4.8843,1.119,0.3914,0.9622,0.0137,0.0241,42806400.0
364,0.42,0.396,-0.0121,6.5466,582.17,1980.18,0.7056,4.504,19.7546,0.2221,8.3373,-2.72,-0.0025,-0.5546,-0.2134,-0.6363,-0.2013,-0.2922,-0.0161,-0.1236,4.8888,1.1048,0.3861,0.962,0.0136,0.0244,42924000.0
365,0.42,0.4385,-0.0132,6.5287,557.38,1955.23,0.6919,4.4651,18.6774,0.2217,8.2895,-2.6946,-0.0023,-0.5411,-0.2064,-0.6233,-0.1472,-0.2881,-0.0152,-0.1216,4.8923,1.2316,0.3713,0.9614,0.0137,0.0248,43041600.0
366,0.42,0.3975,-0.0128,6.5055,557.6,1969.72,0.6665,4.5584,19.9217,0.221,8.5489,-2.7796,-0.0021,-0.5157,-0.2111,-0.6691,-0.1959,-0.2916,-0.0162,-0.1243,4.8948,1.1568,0.3552,0.9616,0.0134,0.0249,43159200.0
367,0.42,0.4028,-0.0118,6.4832,576.34,1981.97,0.7005,4.5051,19.8161,0.2204,8.3572,-2.7217,-0.0024,-0.5507,-0.2193,-0.6534,-0.2143,-0.2934,-0.0162,-0.1247,4.8998,1.1168,0.3862,0.9622,0.0128,0.0249,43276800.0
368,0.42,0.4062,-0.0102,6.4766,569.58,1983.83,0.7051,4.5493,19.0382,0.2288,8.434,-2.7406,-0.0024,-0.544,-0.2099,-0.6514,-0.1955,-0.2933,-0.0159,-0.1245,4.9072,1.2651,0.3845,0.9622,0.0129,0.0249,43394400.0
369,0.42,0.4763,-0.0101,6.4514,574.66,1982.91,0.6812,4.5402,20.3812,0.2237,8.4819,-2.7425,-0.0023,-0.5221,-0.2047,-0.6625,-0.1874,-0.2893,-0.0159,-0.1231,4.9113,1.1115,0.3662,0.9616,0.0129,0.0254,43512000.0
370,0.42,0.4723,-0.0103,6.4326,581.18,1965.94,0.6964,4.4587,19.5509,0.2159,8.2866,-2.6708,-0.0024,-0.5431,-0.2104,-0.6641,-0.1834,-0.2887,-0.0157,-0.1223,4.9163,1.0977,0.3791,0.9611,0.0132,0.0257,43629600.0
371,0.42,0.4258,-0.0129,6.4143,595.81,2000.0,0.677,4.5787,20.5574,0.2226,8.5621,-2.766,-0.0022,-0.5255,-0.2091,-0.6453,-0.2136,-0.2925,-0.0163,-0.1254,4.9243,1.0774,0.364,0.9612,0.0133,0.0255,43747200.0
372,0.42,0.4738,-0.0093,6.4068,571.31,1985.13,0.6785,4.5309,19.0667,0.2168,8.4645,-2.7345,-0.0022,-0.521,-0.2091,-0.656,-0.204,-0.2897,-0.0161,-0.1249,4.9281,1.2014,0.3605,0.9612,0.0133,0.0254,43864800.0
373,0.41,0.4382,-0.0131,6.3772,556.61,1967.57,0.7368,4.4883,19.2696,0.2311,8.2399,-2.6559,-0.0026,-0.5624,-0.2051,-0.5981,-0.1634,-0.2878,-0.0155,-0.1205,4.9276,1.1848,0.3911,0.9606,0.0136,0.0257,43982400.0
374,0.41,0.4348,-0.0124,6.3511,564.5,1985.72,0.7056,4.5003,19.4393,0.225,8.3313,-2.6868,-0.0025,-0.5452,-0.2074,-0.6402,-0.2194,-0.2923,-0.0162,-0.123,4.9315,1.1431,0.3811,0.9599,0.0139,0.0263,44100000.0
375,0.41,0.4524,-0.0124,6.3226,553.57,1973.21,0.7097,4.4773,19.5705,0.2203,8.2625,-2.6612,-0.0025,-0.543,-0.2052,-0.6185,-0.1616,-0.2898,-0.0154,-0.1197,4.9362,1.0912,0.3789,0.9594,0.0137,0.0269,44217600.0
376,0.41,0.4402,-0.0103,6.3094,573.05,1989.25,0.6908,4.5221,19.1934,0.2197,8.4003,-2.7085,-0.0024,-0.5332,-0.2081,-0.6408,-0.224,-0.292,-0.0163,-0.125,4.9456,1.1872,0.3708,0.9588,0.0138,0.0274,44335200.0
377,0.41,0.4948,-0.0097,6.2738,565.54,1975.6,0.6687,4.5082,19.2152,0.2179,8.426,-2.7121,-0.0022,-0.5099,-0.205,-0.6626,-0.2335,-0.2867,-0.0164,-0.1241,4.9517,1.1982,0.3582,0.9581,0.0138,0.0281,44452800.0
378,0.41,0.48,-0.0114,6.2595,566.59,1965.45,0.687,4.5365,19.155,0.2171,8.4384,-2.7169,-0.0024,-0.534,-0.2168,-0.6645,-0.2203,-0.2947,-0.0164,-0.1251,4.9531,1.2216,0.374,0.9577,0.014,0.0283,44570400.0
