iteration,total_iterations,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps,iteration_time_s
78,30000,0.78,0.2421,0.0002,13.7983,495.82,1874.2,0.4145,4.1127,18.4647,0.1299,8.0652,-4.0309,-0.0009,-0.545,-0.2045,-0.8024,-0.2685,-0.3317,-0.0181,-0.1006,3.5474,0.8258,0.5327,0.9436,0.0,0.0,9290400.0,1.93
79,30000,0.77,0.2425,-0.0018,13.7478,502.8,1895.55,0.4209,4.149,18.8279,0.1293,8.0295,-4.0676,-0.001,-0.5479,-0.2065,-0.8161,-0.2141,-0.354,-0.0177,-0.1003,3.5383,0.8227,0.5547,0.954,0.0,0.0,9408000.0,1.93
80,30000,0.77,0.254,-0.0056,13.6922,517.65,1923.18,0.4607,4.2062,19.1967,0.1341,8.5647,-4.1159,-0.001,-0.5715,-0.2087,-0.8264,-0.1716,-0.3027,-0.0171,-0.1014,3.5292,0.8188,0.5574,0.9653,0.0,0.0,9525600.0,1.99
81,30000,0.77,0.2628,-0.005,13.6633,520.72,1948.02,0.4187,4.2544,19.8035,0.1372,7.733,-4.1534,-0.001,-0.5728,-0.2115,-0.823,-0.2084,-0.4123,-0.0178,-0.102,3.5182,0.8003,0.5682,0.9778,0.0,0.0,9643200.0,1.98
82,30000,0.77,0.2632,-0.004,13.6334,518.92,1972.41,0.4239,4.2994,19.934,0.1343,7.9613,-4.1979,-0.001,-0.5804,-0.2156,-0.8642,-0.2606,-0.4142,-0.0187,-0.1061,3.5088,0.8183,0.5823,0.9896,0.0,0.0,9760800.0,2.05
83,30000,0.77,0.2513,-0.0058,13.5618,527.3,1993.23,0.4425,4.3458,19.9644,0.1408,8.5656,-4.2324,-0.001,-0.5695,-0.2136,-0.8467,-0.2588,-0.3499,-0.0188,-0.1046,3.4988,0.8384,0.5811,0.9996,0.0,0.0,9878400.0,1.95
84,30000,0.76,0.2517,-0.0019,13.5594,533.66,2000.0,0.4313,4.3294,20.4531,0.1397,8.0362,-4.2119,-0.001,-0.5843,-0.2145,-0.8283,-0.1973,-0.415,-0.0179,-0.1039,3.4894,0.7944,0.6003,1.0,0.0,0.0,9996000.0,1.96
85,30000,0.76,0.2583,-0.0075,13.4785,534.02,2000.0,0.4356,4.3468,20.143,0.1381,8.1502,-4.1966,-0.0011,-0.5719,-0.2155,-0.882,-0.2854,-0.4068,-0.0193,-0.1041,3.4817,0.8226,0.5828,1.0,0.0,0.0,10113600.0,1.92
86,30000,0.76,0.2596,-0.0054,13.4719,541.73,2000.0,0.4724,4.3406,20.153,0.1391,8.7679,-4.1908,-0.0011,-0.5912,-0.2175,-0.8573,-0.2018,-0.3267,-0.0179,-0.1049,3.4735,0.8216,0.5892,1.0,0.0,0.0,10231200.0,1.95
87,30000,0.76,0.2512,-0.0051,13.438,542.56,2000.0,0.4498,4.3346,20.3551,0.1365,8.3543,-4.1738,-0.001,-0.5874,-0.2164,-0.8782,-0.2325,-0.3874,-0.0184,-0.1057,3.4664,0.8012,0.5952,1.0,0.0,0.0,10348800.0,1.93
88,30000,0.75,0.2551,-0.0056,13.3913,547.09,2000.0,0.4562,4.3433,20.5073,0.1396,8.4651,-4.1539,-0.0011,-0.5863,-0.2162,-0.8432,-0.1882,-0.3653,-0.0179,-0.1034,3.46,0.7893,0.5859,1.0,0.0,0.0,10466400.0,1.9
89,30000,0.75,0.2714,-0.0058,13.3359,545.9,2000.0,0.4309,4.3211,20.3319,0.1408,7.755,-4.1397,-0.0011,-0.5781,-0.2135,-0.8545,-0.237,-0.4695,-0.0185,-0.1036,3.4544,0.8033,0.6083,1.0,0.0,0.0,10584000.0,1.94
90,30000,0.75,0.2433,-0.0051,13.2481,550.26,2000.0,0.4509,4.3361,20.7707,0.1385,8.5491,-4.1303,-0.0011,-0.5758,-0.2138,-0.8564,-0.267,-0.3556,-0.0189,-0.1046,3.4457,0.7645,0.5933,1.0,0.0,0.0,10701600.0,1.93
91,30000,0.74,0.239,-0.0071,13.2134,550.35,2000.0,0.4495,4.3188,20.8269,0.1415,8.102,-4.1108,-0.0011,-0.5891,-0.214,-0.8508,-0.2399,-0.4088,-0.0185,-0.1042,3.4361,0.758,0.6111,1.0,0.0,0.0,10819200.0,1.9
92,30000,0.74,0.2342,-0.0055,13.194,552.74,2000.0,0.4478,4.3325,21.0969,0.1405,8.1485,-4.1016,-0.0011,-0.5809,-0.2127,-0.8409,-0.1915,-0.408,-0.0178,-0.1028,3.4275,0.7324,0.5963,1.0,0.0,0.0,10936800.0,1.93
93,30000,0.74,0.2485,-0.0047,13.1597,553.35,2000.0,0.4368,4.2803,20.9839,0.1392,7.8611,-4.0799,-0.0011,-0.5839,-0.2135,-0.8696,-0.2639,-0.4517,-0.0188,-0.1047,3.4199,0.7415,0.6485,1.0,0.0,0.0,11054400.0,1.88
94,30000,0.74,0.236,-0.0085,13.084,553.5,2000.0,0.4724,4.3425,20.6859,0.1421,8.6235,-4.0743,-0.0011,-0.574,-0.2121,-0.8378,-0.1914,-0.3501,-0.0178,-0.1015,3.413,0.7712,0.5868,1.0,0.0,0.0,11172000.0,1.93
95,30000,0.74,0.2141,-0.0061,13.0674,553.72,2000.0,0.453,4.3361,20.9525,0.1388,8.3472,-4.0637,-0.0011,-0.5773,-0.2114,-0.8606,-0.2512,-0.3922,-0.0185,-0.1056,3.4059,0.7447,0.5934,1.0,0.0,0.0,11289600.0,1.93
96,30000,0.73,0.2205,-0.0037,13.0495,554.8,2000.0,0.4525,4.3337,21.1432,0.1413,8.1181,-4.0325,-0.0011,-0.5806,-0.2141,-0.8495,-0.2206,-0.4196,-0.0183,-0.1033,3.399,0.728,0.5961,1.0,0.0,0.0,11407200.0,1.91
97,30000,0.73,0.2125,-0.0068,12.9685,561.82,2000.0,0.4715,4.296,21.2565,0.1439,8.4288,-4.0216,-0.0011,-0.5783,-0.2123,-0.8235,-0.1777,-0.3822,-0.0177,-0.101,3.3914,0.7147,0.633,1.0,0.0,0.0,11524800.0,1.97
98,30000,0.73,0.2141,-0.0053,12.9601,561.11,2000.0,0.4421,4.3027,21.6112,0.1405,8.0071,-4.0055,-0.0011,-0.5689,-0.2101,-0.853,-0.2485,-0.4349,-0.0186,-0.1037,3.3839,0.6824,0.6261,1.0,0.0,0.0,11642400.0,1.96
99,30000,0.73,0.2076,-0.0064,12.9018,557.32,2000.0,0.448,4.3168,21.5779,0.1419,8.0528,-4.0044,-0.0011,-0.5798,-0.2109,-0.8589,-0.2248,-0.4277,-0.0181,-0.1043,3.3755,0.6859,0.6122,1.0,0.0,0.0,11760000.0,1.96
100,30000,0.72,0.1994,-0.006,12.8579,564.74,2000.0,0.4546,4.3163,21.5906,0.1413,8.0081,-3.9946,-0.0012,-0.5827,-0.2125,-0.8473,-0.2105,-0.4333,-0.018,-0.1034,3.3686,0.6866,0.6127,1.0,0.0,0.0,11877600.0,1.95
101,30000,0.72,0.1989,-0.0068,12.7824,568.05,2000.0,0.4549,4.2859,21.8164,0.1415,8.0293,-3.9667,-0.0012,-0.5844,-0.2095,-0.8337,-0.1715,-0.4362,-0.0175,-0.102,3.3629,0.6632,0.6432,1.0,0.0,0.0,11995200.0,1.9
102,30000,0.71,0.1799,-0.0054,12.7325,575.12,2000.0,0.477,4.2979,21.6479,0.1438,8.5189,-3.9498,-0.0012,-0.5825,-0.2122,-0.8457,-0.2267,-0.3716,-0.0181,-0.1035,3.3546,0.68,0.631,1.0,0.0,0.0,12112800.0,1.94
103,30000,0.71,0.1921,-0.0042,12.693,577.96,2000.0,0.4593,4.3046,21.8255,0.1417,8.3536,-3.9484,-0.0012,-0.5617,-0.2073,-0.8569,-0.2593,-0.397,-0.0186,-0.1038,3.3468,0.6627,0.6244,1.0,0.0,0.0,12230400.0,1.97
104,30000,0.71,0.1751,-0.0078,12.6196,568.71,2000.0,0.4639,4.2853,21.8716,0.1457,7.8214,-3.929,-0.0012,-0.5885,-0.2105,-0.8233,-0.1812,-0.4545,-0.0174,-0.1029,3.3402,0.6611,0.644,1.0,0.0,0.0,12348000.0,1.93
105,30000,0.71,0.1786,-0.0066,12.5924,573.63,2000.0,0.4705,4.2925,21.8079,0.1453,8.0351,-3.9174,-0.0012,-0.5828,-0.2073,-0.8425,-0.1894,-0.4415,-0.0176,-0.1025,3.3348,0.6648,0.6365,1.0,0.0,0.0,12465600.0,1.93
106,30000,0.7,0.175,-0.0064,12.5444,585.5,2000.0,0.4937,4.2325,22.0707,0.1439,8.6034,-3.8932,-0.0012,-0.586,-0.209,-0.8367,-0.1872,-0.3614,-0.0176,-0.1021,3.3287,0.6399,0.6964,1.0,0.0,0.0,12583200.0,1.93
107,30000,0.7,0.1601,-0.0076,12.4799,587.64,2000.0,0.4788,4.2859,22.0425,0.1474,8.3059,-3.8857,-0.0012,-0.5681,-0.2044,-0.8285,-0.1993,-0.4039,-0.0179,-0.1005,3.3209,0.6433,0.6425,1.0,0.0,0.0,12700800.0,1.95
108,30000,0.7,0.1607,-0.0058,12.4402,585.07,2000.0,0.4843,4.2729,22.053,0.146,8.4302,-3.8756,-0.0012,-0.584,-0.2071,-0.8317,-0.2137,-0.3868,-0.0179,-0.1026,3.3156,0.6429,0.6556,1.0,0.0,0.0,12818400.0,1.92
109,30000,0.69,0.1509,-0.0076,12.3695,587.72,2000.0,0.4882,4.2787,22.3577,0.1441,8.4894,-3.8567,-0.0013,-0.5771,-0.2081,-0.8508,-0.2061,-0.3774,-0.018,-0.1017,3.3103,0.6146,0.6497,1.0,0.0,0.0,12936000.0,1.91
110,30000,0.69,0.1485,-0.0059,12.3491,590.08,2000.0,0.4815,4.2497,22.3056,0.1461,8.5698,-3.8518,-0.0012,-0.5659,-0.2036,-0.8268,-0.2124,-0.3732,-0.018,-0.1018,3.3046,0.6196,0.6788,1.0,0.0,0.0,13053600.0,1.95
111,30000,0.69,0.1397,-0.0086,12.2942,593.98,2000.0,0.4893,4.2787,22.3439,0.1475,8.6864,-3.8413,-0.0012,-0.5781,-0.2072,-0.8158,-0.2147,-0.3581,-0.018,-0.1025,3.2981,0.6172,0.6505,1.0,0.0,0.0,13171200.0,1.89
112,30000,0.69,0.1357,-0.0084,12.2589,596.6,2000.0,0.4884,4.2806,22.6961,0.1453,8.5836,-3.8215,-0.0013,-0.578,-0.208,-0.8351,-0.2087,-0.3728,-0.0179,-0.1027,3.2934,0.5847,0.6486,1.0,0.0,0.0,13288800.0,1.95
113,30000,0.68,0.1384,-0.0083,12.2237,591.69,2000.0,0.4502,4.264,22.4125,0.1469,7.8128,-3.8056,-0.0013,-0.5723,-0.2083,-0.807,-0.2399,-0.4723,-0.0184,-0.1027,3.2879,0.6114,0.6652,1.0,0.0,0.0,13406400.0,1.94
114,30000,0.68,0.1363,-0.0101,12.1741,593.63,2000.0,0.482,4.2779,22.8541,0.1472,8.237,-3.7862,-0.0013,-0.5758,-0.2074,-0.828,-0.1881,-0.416,-0.0176,-0.1021,3.2829,0.5707,0.6506,1.0,0.0,0.0,13524000.0,1.91
115,30000,0.68,0.1309,-0.0075,12.1566,597.85,2000.0,0.485,4.242,23.0225,0.1456,8.2438,-3.7735,-0.0013,-0.5868,-0.2105,-0.8385,-0.2232,-0.4171,-0.0182,-0.1033,3.2748,0.5553,0.6864,1.0,0.0,0.0,13641600.0,1.92
116,30000,0.68,0.1297,-0.0091,12.1158,606.38,2000.0,0.489,4.2458,23.187,0.1474,8.4046,-3.762,-0.0013,-0.5737,-0.2037,-0.8481,-0.2146,-0.3992,-0.018,-0.1026,3.2674,0.5398,0.6818,1.0,0.0,0.0,13759200.0,1.97
117,30000,0.67,0.1296,-0.0085,12.0424,603.4,2000.0,0.479,4.2849,22.8883,0.1482,8.2129,-3.7645,-0.0013,-0.5701,-0.2026,-0.8343,-0.1976,-0.4292,-0.0178,-0.101,3.2606,0.5683,0.6434,1.0,0.0,0.0,13876800.0,1.93
118,30000,0.67,0.1287,-0.0093,12.0026,601.26,2000.0,0.4977,4.2566,23.1274,0.1469,8.5408,-3.7352,-0.0013,-0.5695,-0.204,-0.8588,-0.1989,-0.3824,-0.0178,-0.1014,3.2535,0.5467,0.6719,1.0,0.0,0.0,13994400.0,2.02
119,30000,0.67,0.1283,-0.0095,11.9736,605.0,2000.0,0.4896,4.282,23.3327,0.1468,8.5012,-3.7234,-0.0013,-0.5711,-0.2029,-0.8561,-0.2108,-0.3957,-0.018,-0.1019,3.2471,0.5279,0.6459,1.0,0.0,0.0,14112000.0,1.95
120,30000,0.67,0.126,-0.0097,11.9329,610.83,2000.0,0.4902,4.2372,23.4673,0.1472,8.1858,-3.7101,-0.0013,-0.5864,-0.2051,-0.8496,-0.2025,-0.4354,-0.0178,-0.1036,3.2398,0.5157,0.6907,1.0,0.0,0.0,14229600.0,2.0
121,30000,0.67,0.1265,-0.0112,11.8929,617.89,2000.0,0.5037,4.2552,23.4939,0.1498,8.5715,-3.7087,-0.0013,-0.5782,-0.2029,-0.8347,-0.2259,-0.3814,-0.0181,-0.1026,3.2293,0.5139,0.6726,1.0,0.0,0.0,14347200.0,1.97
122,30000,0.66,0.1314,-0.009,11.8725,618.12,2000.0,0.4957,4.2634,23.3394,0.1479,8.7803,-3.6994,-0.0013,-0.559,-0.1993,-0.8389,-0.2377,-0.36,-0.0183,-0.1024,3.2222,0.5288,0.6638,1.0,0.0,0.0,14464800.0,1.92
123,30000,0.66,0.1261,-0.0106,11.8107,617.96,2000.0,0.508,4.2806,23.6541,0.1506,8.5441,-3.6836,-0.0013,-0.5678,-0.2034,-0.8212,-0.1656,-0.3884,-0.0173,-0.1006,3.217,0.5003,0.6479,1.0,0.0,0.0,14582400.0,1.97
124,30000,0.66,0.1259,-0.0106,11.7795,616.25,2000.0,0.4969,4.2789,23.5364,0.1494,8.2201,-3.6656,-0.0014,-0.5791,-0.2028,-0.8348,-0.1849,-0.433,-0.0177,-0.1013,3.211,0.5113,0.6494,1.0,0.0,0.0,14700000.0,1.94
125,30000,0.65,0.128,-0.011,11.7112,618.12,2000.0,0.4905,4.2502,23.8029,0.1484,8.265,-3.6556,-0.0014,-0.5823,-0.2032,-0.8489,-0.2444,-0.4293,-0.0184,-0.1034,3.2038,0.487,0.6786,1.0,0.0,0.0,14817600.0,1.96
126,30000,0.65,0.1278,-0.0115,11.6675,623.82,2000.0,0.4957,4.2645,23.8876,0.1501,8.3468,-3.6586,-0.0013,-0.5742,-0.2013,-0.8458,-0.2187,-0.423,-0.018,-0.1024,3.1966,0.4796,0.6635,1.0,0.0,0.0,14935200.0,1.95
127,30000,0.65,0.1227,-0.0106,11.6163,615.34,2000.0,0.5048,4.252,23.4334,0.1509,8.4039,-3.6224,-0.0014,-0.5708,-0.2011,-0.8169,-0.1684,-0.4122,-0.0174,-0.1006,3.1888,0.522,0.6759,1.0,0.0,0.0,15052800.0,1.93
128,30000,0.65,0.123,-0.0111,11.5735,630.07,2000.0,0.5097,4.2517,24.0725,0.1491,8.5608,-3.638,-0.0013,-0.5731,-0.1974,-0.8446,-0.1572,-0.3957,-0.0171,-0.1011,3.1816,0.4645,0.676,1.0,0.0,0.0,15170400.0,1.93
129,30000,0.64,0.1249,-0.0105,11.5353,630.94,2000.0,0.5065,4.232,24.5567,0.149,8.4336,-3.6175,-0.0014,-0.5827,-0.2002,-0.8596,-0.1673,-0.4121,-0.0173,-0.1021,3.1749,0.4205,0.6961,1.0,0.0,0.0,15288000.0,1.97
130,30000,0.64,0.1239,-0.011,11.4988,625.89,2000.0,0.502,4.236,23.9834,0.1499,8.1112,-3.603,-0.0014,-0.5843,-0.1998,-0.8357,-0.1673,-0.4579,-0.0173,-0.1024,3.1708,0.4733,0.6918,1.0,0.0,0.0,15405600.0,1.92
131,30000,0.64,0.1221,-0.0109,11.4658,623.78,2000.0,0.4878,4.2492,23.8967,0.1531,8.2596,-3.6125,-0.0013,-0.5561,-0.1968,-0.85,-0.1972,-0.4467,-0.0179,-0.1006,3.1644,0.4822,0.678,1.0,0.0,0.0,15523200.0,1.91
132,30000,0.64,0.1231,-0.0112,11.4266,629.48,2000.0,0.5197,4.2546,24.0462,0.1514,8.6897,-3.5885,-0.0014,-0.5683,-0.1971,-0.8241,-0.1965,-0.3823,-0.0176,-0.1027,3.1572,0.469,0.6734,1.0,0.0,0.0,15640800.0,1.95
133,30000,0.64,0.1224,-0.0112,11.3995,639.59,2000.0,0.5275,4.2417,24.4111,0.1502,8.7582,-3.5577,-0.0015,-0.5809,-0.2019,-0.838,-0.1899,-0.3692,-0.0179,-0.1021,3.1499,0.4364,0.6868,1.0,0.0,0.0,15758400.0,1.92
134,30000,0.64,0.1243,-0.0112,11.3693,650.76,2000.0,0.5241,4.2591,24.8334,0.1496,8.8693,-3.5596,-0.0014,-0.5717,-0.1981,-0.8407,-0.2006,-0.3573,-0.0179,-0.1031,3.1439,0.3981,0.6686,1.0,0.0,0.0,15876000.0,1.98
135,30000,0.63,0.1251,-0.0117,11.3394,644.92,2000.0,0.5149,4.2489,24.2649,0.152,8.369,-3.5409,-0.0015,-0.5791,-0.1999,-0.8143,-0.1786,-0.4273,-0.0176,-0.1025,3.1372,0.4506,0.6796,1.0,0.0,0.0,15993600.0,1.99
136,30000,0.63,0.1262,-0.0113,11.2813,642.93,2000.0,0.5279,4.2509,24.6324,0.1528,8.7893,-3.5456,-0.0014,-0.5732,-0.1974,-0.8436,-0.1972,-0.3702,-0.018,-0.1008,3.1286,0.4173,0.6767,1.0,0.0,0.0,16111200.0,1.98
137,30000,0.63,0.1257,-0.0111,11.2582,645.49,2000.0,0.5319,4.2808,24.7361,0.1511,8.6448,-3.5268,-0.0015,-0.586,-0.2018,-0.8226,-0.1754,-0.3901,-0.0175,-0.1026,3.1232,0.4078,0.6482,1.0,0.0,0.0,16228800.0,1.97
138,30000,0.63,0.1237,-0.0092,11.2208,644.2,2000.0,0.5126,4.2649,24.3672,0.1513,8.4044,-3.5311,-0.0014,-0.569,-0.196,-0.8663,-0.1665,-0.4333,-0.0174,-0.1011,3.1185,0.4436,0.6629,1.0,0.0,0.0,16346400.0,1.96
139,30000,0.63,0.1277,-0.0108,11.1699,649.89,2000.0,0.5416,4.2707,24.9429,0.1499,8.7704,-3.5015,-0.0015,-0.597,-0.2003,-0.8396,-0.1868,-0.3724,-0.0176,-0.1033,3.1141,0.3907,0.6578,1.0,0.0,0.0,16464000.0,1.92
140,30000,0.62,0.1297,-0.0113,11.1593,655.28,2000.0,0.5138,4.2577,25.1569,0.1531,8.3552,-3.5001,-0.0015,-0.5802,-0.2001,-0.8373,-0.2211,-0.4359,-0.0183,-0.1037,3.1073,0.3722,0.6709,1.0,0.0,0.0,16581600.0,1.92
141,30000,0.62,0.1241,-0.0112,11.1213,646.23,2000.0,0.5102,4.252,24.576,0.1532,8.3157,-3.5006,-0.0015,-0.5764,-0.1972,-0.8199,-0.1988,-0.4441,-0.0178,-0.1035,3.099,0.4253,0.6759,1.0,0.0,0.0,16699200.0,1.97
142,30000,0.62,0.1278,-0.0114,11.1096,646.82,2000.0,0.5115,4.2557,24.7901,0.1532,8.4477,-3.497,-0.0014,-0.5703,-0.1952,-0.8492,-0.1688,-0.4337,-0.0174,-0.1021,3.0928,0.408,0.6718,1.0,0.0,0.0,16816800.0,1.94
143,30000,0.62,0.1263,-0.012,11.0808,650.58,2000.0,0.5226,4.2609,24.7589,0.1525,8.6439,-3.4895,-0.0014,-0.5744,-0.1948,-0.8386,-0.1807,-0.4064,-0.0175,-0.1031,3.085,0.4112,0.667,1.0,0.0,0.0,16934400.0,1.94
144,30000,0.62,0.1249,-0.0105,11.0626,653.97,2000.0,0.5193,4.2598,25.0802,0.1532,8.4325,-3.4646,-0.0015,-0.5772,-0.1952,-0.8419,-0.2,-0.4321,-0.018,-0.1024,3.0783,0.3816,0.6688,1.0,0.0,0.0,17052000.0,1.94
145,30000,0.62,0.123,-0.0107,11.0274,649.63,2000.0,0.5224,4.2666,24.9082,0.1539,8.6324,-3.4625,-0.0014,-0.5651,-0.1925,-0.815,-0.1704,-0.407,-0.0176,-0.1016,3.0718,0.3986,0.6608,1.0,0.0,0.0,17169600.0,1.94
146,30000,0.62,0.1221,-0.0097,10.9919,658.57,2000.0,0.5168,4.2901,25.2466,0.1532,8.5203,-3.4588,-0.0014,-0.5648,-0.1923,-0.8503,-0.1876,-0.4273,-0.0178,-0.1033,3.0676,0.3669,0.6388,1.0,0.0,0.0,17287200.0,1.94
147,30000,0.61,0.1212,-0.0101,10.9569,651.63,2000.0,0.521,4.3044,24.8672,0.1522,8.4146,-3.4442,-0.0015,-0.5746,-0.1934,-0.8386,-0.1831,-0.4404,-0.0176,-0.1033,3.0649,0.4028,0.6243,1.0,0.0,0.0,17404800.0,1.93
148,30000,0.61,0.1225,-0.0117,10.9054,661.19,2000.0,0.5268,4.2636,25.4251,0.1531,8.6364,-3.433,-0.0015,-0.579,-0.1929,-0.826,-0.2136,-0.4074,-0.0182,-0.1032,3.0613,0.3523,0.665,1.0,0.0,0.0,17522400.0,1.95
149,30000,0.61,0.1197,-0.0113,10.8647,668.35,2000.0,0.5282,4.2686,25.6942,0.1546,8.4664,-3.4255,-0.0015,-0.5681,-0.1924,-0.8485,-0.1411,-0.4339,-0.0171,-0.1022,3.058,0.3283,0.6593,1.0,0.0,0.0,17640000.0,1.9
150,30000,0.61,0.1192,-0.0116,10.8157,673.83,2000.0,0.5431,4.284,25.9635,0.1517,8.7893,-3.4073,-0.0015,-0.5805,-0.1897,-0.8603,-0.1806,-0.3823,-0.0174,-0.1038,3.0552,0.3051,0.6444,1.0,0.0,0.0,17757600.0,1.93
151,30000,0.6,0.12,-0.0101,10.7807,667.42,2000.0,0.5365,4.29,25.0449,0.1556,8.651,-3.4198,-0.0015,-0.5674,-0.1909,-0.8318,-0.1652,-0.4112,-0.0175,-0.1022,3.0538,0.3908,0.6384,1.0,0.0,0.0,17875200.0,1.93
152,30000,0.6,0.1202,-0.0117,10.7467,664.82,2000.0,0.5264,4.2916,25.4273,0.1528,8.7172,-3.4075,-0.0014,-0.5671,-0.1897,-0.8512,-0.1836,-0.4053,-0.0177,-0.1027,3.0525,0.3565,0.6365,1.0,0.0,0.0,17992800.0,1.93
153,30000,0.6,0.1191,-0.011,10.721,672.89,2000.0,0.5402,4.2951,25.8822,0.1566,8.7181,-3.3974,-0.0015,-0.5748,-0.1877,-0.8145,-0.1405,-0.4016,-0.0172,-0.1026,3.051,0.3149,0.6338,1.0,0.0,0.0,18110400.0,1.95
154,30000,0.6,0.1179,-0.0111,10.7047,667.55,2000.0,0.5377,4.2644,25.5837,0.1553,8.6094,-3.4057,-0.0015,-0.5721,-0.1886,-0.8431,-0.1623,-0.4193,-0.0172,-0.103,3.0491,0.3423,0.6634,1.0,0.0,0.0,18228000.0,1.92
155,30000,0.6,0.1193,-0.0114,10.6736,662.91,2000.0,0.5441,4.2756,25.7358,0.1556,8.7884,-3.3761,-0.0015,-0.5826,-0.1888,-0.8326,-0.15,-0.3905,-0.0173,-0.1026,3.045,0.329,0.6538,1.0,0.0,0.0,18345600.0,1.9
156,30000,0.6,0.1189,-0.0113,10.6616,671.76,2000.0,0.527,4.2942,25.6904,0.1525,8.797,-3.3661,-0.0015,-0.5649,-0.1894,-0.8619,-0.2115,-0.3946,-0.0181,-0.1041,3.0438,0.3349,0.6347,1.0,0.0,0.0,18463200.0,1.91
157,30000,0.6,0.119,-0.0108,10.63,675.86,2000.0,0.5492,4.288,26.0104,0.154,8.8555,-3.3604,-0.0015,-0.5812,-0.1902,-0.8317,-0.1522,-0.3853,-0.0173,-0.1038,3.0439,0.3053,0.641,1.0,0.0,0.0,18580800.0,1.97
158,30000,0.59,0.1169,-0.0075,10.602,678.46,2000.0,0.5346,4.285,25.5473,0.1557,8.7215,-3.3595,-0.0015,-0.5713,-0.1857,-0.8364,-0.2039,-0.4079,-0.0179,-0.1045,3.0431,0.3493,0.6433,1.0,0.0,0.0,18698400.0,1.94
159,30000,0.59,0.1178,-0.0114,10.526,672.48,2000.0,0.5322,4.3065,25.3604,0.1527,8.6905,-3.3507,-0.0015,-0.5644,-0.1868,-0.845,-0.1842,-0.4156,-0.0177,-0.1038,3.0428,0.3673,0.6223,1.0,0.0,0.0,18816000.0,1.95
160,30000,0.59,0.1185,-0.0116,10.4878,678.59,2000.0,0.5523,4.293,25.9604,0.1554,8.7892,-3.3302,-0.0016,-0.5755,-0.1859,-0.8432,-0.1734,-0.3942,-0.0176,-0.1036,3.0414,0.3117,0.6355,1.0,0.0,0.0,18933600.0,1.94
161,30000,0.59,0.1173,-0.0109,10.4408,688.23,2000.0,0.5315,4.3273,25.8057,0.1534,8.7703,-3.3445,-0.0015,-0.5539,-0.1813,-0.8369,-0.1682,-0.4065,-0.0175,-0.1031,3.0406,0.3269,0.602,1.0,0.0,0.0,19051200.0,1.95
162,30000,0.58,0.1161,-0.0099,10.3914,687.41,2000.0,0.5606,4.3024,25.9407,0.1566,8.8054,-3.3228,-0.0016,-0.5803,-0.1865,-0.8291,-0.1407,-0.3928,-0.0172,-0.1026,3.0412,0.315,0.6271,1.0,0.0,0.0,19168800.0,1.92
163,30000,0.58,0.1158,-0.0101,10.3532,690.38,2000.0,0.5246,4.3037,26.168,0.1551,8.8282,-3.3247,-0.0015,-0.5531,-0.1815,-0.8716,-0.2498,-0.4024,-0.0186,-0.1042,3.0392,0.2961,0.6252,1.0,0.0,0.0,19286400.0,1.93
164,30000,0.58,0.1185,-0.0112,10.3168,688.61,2000.0,0.551,4.3124,26.0294,0.1562,8.7421,-3.3122,-0.0016,-0.5644,-0.1828,-0.8252,-0.1596,-0.4056,-0.0176,-0.1024,3.0405,0.3082,0.6173,1.0,0.0,0.0,19404000.0,1.94
165,30000,0.58,0.1178,-0.0104,10.284,685.07,2000.0,0.5206,4.3124,25.9302,0.1559,8.6568,-3.3176,-0.0015,-0.5499,-0.1798,-0.844,-0.1988,-0.4304,-0.018,-0.1036,3.042,0.3178,0.6162,1.0,0.0,0.0,19521600.0,1.98
166,30000,0.58,0.1182,-0.0113,10.2602,688.42,2000.0,0.5576,4.2963,26.2317,0.1562,8.8466,-3.2838,-0.0017,-0.5702,-0.1845,-0.8313,-0.2025,-0.3867,-0.018,-0.1041,3.039,0.2906,0.6333,1.0,0.0,0.0,19639200.0,1.94
167,30000,0.58,0.1156,-0.0113,10.2561,684.4,2000.0,0.5455,4.3108,26.02,0.1579,8.7152,-3.2866,-0.0016,-0.5554,-0.1796,-0.8141,-0.1577,-0.4157,-0.0175,-0.1027,3.0407,0.3105,0.6185,1.0,0.0,0.0,19756800.0,1.94
168,30000,0.58,0.1164,-0.012,10.2295,682.18,2000.0,0.5468,4.3197,26.0633,0.1559,8.7764,-3.2654,-0.0016,-0.5594,-0.1808,-0.8365,-0.1988,-0.4055,-0.018,-0.1039,3.0437,0.3073,0.6102,1.0,0.0,0.0,19874400.0,1.97
169,30000,0.57,0.1174,-0.0111,10.1944,680.51,2000.0,0.5487,4.3149,25.8986,0.1563,8.794,-3.2677,-0.0016,-0.5634,-0.1802,-0.8301,-0.1819,-0.406,-0.0177,-0.1031,3.0455,0.3232,0.6143,1.0,0.0,0.0,19992000.0,1.94
