iteration,total_iterations,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps,iteration_time_s
1547,30000,0.2,0.1156,-0.0028,-2.5839,827.45,2000.0,2.5139,4.7632,27.6276,0.1588,9.6179,-1.1751,-0.0212,-0.292,-0.197,-0.6259,-0.0592,-0.6193,-0.0152,-0.0882,5.3056,0.1896,0.1989,0.9998,0.0002,0.0,182044800.0,1.98
1548,30000,0.2,0.1124,-0.0023,-2.5918,830.92,2000.0,2.5185,4.7595,27.253,0.1582,9.6266,-1.1717,-0.0203,-0.2895,-0.2017,-0.6254,-0.0789,-0.6161,-0.0153,-0.0892,5.308,0.2234,0.202,0.9998,0.0002,0.0,182162400.0,1.99
1549,30000,0.2,0.1137,-0.0035,-2.585,835.67,2000.0,2.5359,4.7568,27.9918,0.1583,9.6201,-1.1698,-0.0199,-0.2942,-0.1924,-0.6272,-0.0739,-0.615,-0.0153,-0.0885,5.3055,0.1557,0.2044,0.9998,0.0002,0.0,182280000.0,1.97
1550,30000,0.2,0.1151,-0.0011,-2.5692,841.54,2000.0,2.5023,4.7689,28.0382,0.159,9.6603,-1.1767,-0.0196,-0.2771,-0.1868,-0.6284,-0.0603,-0.6133,-0.0153,-0.0895,5.3044,0.1528,0.1939,0.9998,0.0002,0.0,182397600.0,1.97
1551,30000,0.2,0.1149,-0.0023,-2.5728,833.79,2000.0,2.483,4.7697,27.3025,0.1584,9.6386,-1.177,-0.0203,-0.282,-0.1873,-0.6343,-0.071,-0.6153,-0.0153,-0.0901,5.2991,0.2188,0.1934,0.9998,0.0002,0.0,182515200.0,1.99
1552,30000,0.2,0.1156,-0.0015,-2.5653,835.32,2000.0,2.4958,4.7667,28.2104,0.1583,9.6451,-1.1741,-0.0193,-0.279,-0.1819,-0.6344,-0.0755,-0.611,-0.0153,-0.0902,5.2963,0.1374,0.1958,0.9998,0.0002,0.0,182632800.0,2.01
1553,30000,0.2,0.1142,-0.0024,-2.5706,830.41,2000.0,2.5037,4.7681,27.4637,0.158,9.6483,-1.1741,-0.0192,-0.2822,-0.1886,-0.6299,-0.0773,-0.613,-0.0154,-0.0899,5.2962,0.2046,0.1946,0.9998,0.0002,0.0,182750400.0,2.01
1554,30000,0.2,0.1163,0.0029,-2.5581,834.91,2000.0,2.5209,4.7668,28.2982,0.158,9.6403,-1.1732,-0.021,-0.2874,-0.1911,-0.6299,-0.0654,-0.6127,-0.0153,-0.089,5.3023,0.1286,0.1957,0.9998,0.0002,0.0,182868000.0,1.98
1555,30000,0.2,0.1148,-0.0043,-2.5627,829.68,2000.0,2.495,4.7648,26.9355,0.1578,9.6192,-1.1771,-0.0202,-0.2881,-0.1886,-0.6338,-0.0766,-0.6128,-0.0153,-0.0895,5.305,0.2524,0.1974,0.9998,0.0002,0.0,182985600.0,1.97
1556,30000,0.2,0.113,-0.0025,-2.5485,828.01,2000.0,2.5163,4.7634,28.035,0.1581,9.6491,-1.1751,-0.0193,-0.2855,-0.1893,-0.6349,-0.0743,-0.6129,-0.0153,-0.0898,5.3108,0.1535,0.1985,0.9998,0.0002,0.0,183103200.0,2.01
1557,30000,0.2,0.1152,-0.0022,-2.5436,837.64,2000.0,2.5231,4.7644,28.0026,0.1589,9.661,-1.179,-0.0196,-0.284,-0.1938,-0.6286,-0.0641,-0.6173,-0.0153,-0.0894,5.3077,0.1566,0.1977,0.9998,0.0002,0.0,183220800.0,1.97
1558,30000,0.2,0.1135,-0.0031,-2.5444,825.24,2000.0,2.5043,4.7636,27.3443,0.1583,9.6375,-1.1763,-0.0202,-0.2829,-0.1883,-0.631,-0.0794,-0.614,-0.0154,-0.09,5.3048,0.2156,0.1987,0.9998,0.0002,0.0,183338400.0,2.01
1559,30000,0.2,0.1122,-0.0001,-2.5369,831.33,2000.0,2.523,4.7671,28.2381,0.1589,9.6569,-1.1767,-0.019,-0.2818,-0.1934,-0.6326,-0.0596,-0.6159,-0.0153,-0.0892,5.3058,0.1349,0.1955,0.9998,0.0002,0.0,183456000.0,1.96
1560,30000,0.2,0.1133,-0.004,-2.5699,827.0,2000.0,2.4954,4.7683,27.0723,0.1581,9.6345,-1.1757,-0.0203,-0.2794,-0.1889,-0.631,-0.079,-0.6157,-0.0154,-0.0903,5.3113,0.2401,0.1944,0.9998,0.0002,0.0,183573600.0,1.97
1561,30000,0.2,0.1138,-0.0038,-2.5567,823.94,2000.0,2.5303,4.7634,27.5506,0.1589,9.6539,-1.1726,-0.0196,-0.2866,-0.1912,-0.6288,-0.0669,-0.6153,-0.0153,-0.0886,5.3181,0.197,0.1986,0.9998,0.0002,0.0,183691200.0,1.97
1562,30000,0.2,0.114,-0.0022,-2.5471,834.58,2000.0,2.5277,4.7668,27.5838,0.1581,9.6635,-1.1745,-0.0197,-0.2786,-0.1909,-0.6294,-0.0828,-0.6162,-0.0154,-0.0902,5.3161,0.194,0.1956,0.9998,0.0002,0.0,183808800.0,2.02
1563,30000,0.2,0.1132,-0.0023,-2.5539,828.71,2000.0,2.509,4.7609,27.6186,0.1586,9.6197,-1.1754,-0.0202,-0.2876,-0.1977,-0.6289,-0.072,-0.6153,-0.0153,-0.0898,5.3165,0.1902,0.2009,0.9998,0.0002,0.0,183926400.0,2.01
1564,30000,0.2,0.113,-0.0026,-2.5589,828.88,2000.0,2.5158,4.7661,27.6266,0.1579,9.6354,-1.1736,-0.0193,-0.2816,-0.1822,-0.6327,-0.0836,-0.6119,-0.0153,-0.0902,5.3182,0.1903,0.1962,0.9998,0.0002,0.0,184044000.0,2.03
1565,30000,0.2,0.1126,-0.0008,-2.5397,826.28,2000.0,2.5245,4.7604,27.2309,0.1581,9.6344,-1.1798,-0.0202,-0.2854,-0.1956,-0.6335,-0.0646,-0.6183,-0.0152,-0.0898,5.3195,0.2267,0.2014,0.9998,0.0002,0.0,184161600.0,2.01
1566,30000,0.2,0.1142,-0.004,-2.541,827.81,2000.0,2.518,4.7652,27.6767,0.1589,9.6465,-1.1731,-0.0195,-0.281,-0.1877,-0.6306,-0.0789,-0.6171,-0.0154,-0.0896,5.3178,0.1854,0.197,0.9998,0.0002,0.0,184279200.0,2.0
1567,30000,0.2,0.1141,-0.0019,-2.5361,827.33,2000.0,2.5351,4.7666,26.7475,0.1593,9.6353,-1.1735,-0.0187,-0.2802,-0.1842,-0.6288,-0.0774,-0.62,-0.0153,-0.0895,5.3158,0.2695,0.1957,0.9998,0.0002,0.0,184396800.0,1.93
1568,30000,0.2,0.1133,-0.0002,-2.5191,809.85,2000.0,2.5018,4.7721,26.5791,0.159,9.652,-1.1804,-0.02,-0.2767,-0.1908,-0.6355,-0.0767,-0.6189,-0.0154,-0.0908,5.3146,0.2848,0.1912,0.9998,0.0002,0.0,184514400.0,1.96
1569,30000,0.2,0.1131,-0.0024,-2.5435,810.6,2000.0,2.5368,4.7589,27.1335,0.1577,9.6083,-1.1725,-0.0203,-0.2937,-0.1983,-0.6366,-0.0792,-0.6181,-0.0152,-0.0902,5.3207,0.2341,0.2025,0.9998,0.0002,0.0,184632000.0,1.96
1570,30000,0.2,0.1119,-0.0011,-2.5223,821.28,2000.0,2.5016,4.768,26.9687,0.1585,9.6404,-1.1836,-0.0196,-0.2825,-0.1997,-0.6394,-0.068,-0.6232,-0.0153,-0.0908,5.3242,0.2498,0.1948,0.9998,0.0002,0.0,184749600.0,1.98
1571,30000,0.2,0.1123,-0.0022,-2.5413,832.44,2000.0,2.531,4.7591,28.0009,0.1588,9.6454,-1.1733,-0.0193,-0.2821,-0.1801,-0.6297,-0.0719,-0.6113,-0.0153,-0.0891,5.3248,0.1561,0.2024,0.9998,0.0002,0.0,184867200.0,1.97
1572,30000,0.2,0.1127,-0.0016,-2.5078,830.18,2000.0,2.5415,4.7598,26.993,0.1585,9.6394,-1.1756,-0.0196,-0.2869,-0.1906,-0.6307,-0.0673,-0.6189,-0.0152,-0.0891,5.3253,0.2468,0.2018,0.9998,0.0002,0.0,184984800.0,1.96
1573,30000,0.2,0.1143,-0.0026,-2.4917,828.01,2000.0,2.5152,4.7678,27.5789,0.1579,9.652,-1.1782,-0.0189,-0.2754,-0.1914,-0.6337,-0.0723,-0.6179,-0.0153,-0.0905,5.3253,0.1951,0.195,0.9998,0.0002,0.0,185102400.0,1.97
1574,30000,0.2,0.1133,-0.0017,-2.4885,824.58,2000.0,2.5232,4.7676,26.4456,0.159,9.6442,-1.1806,-0.0195,-0.2837,-0.1954,-0.6297,-0.0579,-0.6233,-0.0153,-0.0894,5.3316,0.2966,0.195,0.9998,0.0002,0.0,185220000.0,2.01
1575,30000,0.2,0.1141,-0.0029,-2.4931,827.19,2000.0,2.5511,4.762,27.5677,0.1582,9.6351,-1.1755,-0.0205,-0.2844,-0.1961,-0.6276,-0.0682,-0.6201,-0.0153,-0.0891,5.3324,0.1952,0.1999,0.9998,0.0002,0.0,185337600.0,1.97
1576,30000,0.2,0.1131,-0.0027,-2.4935,833.37,2000.0,2.5227,4.7679,27.2648,0.1576,9.6474,-1.1753,-0.0188,-0.2796,-0.1859,-0.6369,-0.0717,-0.6177,-0.0153,-0.0901,5.3306,0.223,0.1946,0.9998,0.0002,0.0,185455200.0,2.06
1577,30000,0.2,0.1155,-0.0025,-2.5116,824.92,2000.0,2.5268,4.7649,27.6117,0.1578,9.6185,-1.1791,-0.021,-0.2866,-0.21,-0.6405,-0.0797,-0.6224,-0.0154,-0.0907,5.3314,0.1919,0.1974,0.9998,0.0002,0.0,185572800.0,2.07
1578,30000,0.2,0.1155,-0.0023,-2.522,830.92,2000.0,2.5254,4.7646,27.6078,0.157,9.6547,-1.1775,-0.0184,-0.281,-0.1794,-0.6324,-0.0699,-0.6146,-0.0151,-0.0903,5.33,0.1923,0.1978,0.9998,0.0002,0.0,185690400.0,1.96
1579,30000,0.2,0.1169,-0.0025,-2.528,835.6,2000.0,2.5279,4.7644,27.9527,0.1591,9.6432,-1.1745,-0.0203,-0.2836,-0.1892,-0.6328,-0.0679,-0.6157,-0.0153,-0.0887,5.3302,0.1602,0.1977,0.9998,0.0002,0.0,185808000.0,2.07
1580,30000,0.2,0.119,0.0023,-2.5198,830.56,2000.0,2.5375,4.767,27.4382,0.1595,9.6434,-1.1783,-0.0201,-0.2828,-0.1933,-0.6318,-0.0659,-0.6221,-0.0154,-0.0896,5.3317,0.2072,0.1953,0.9998,0.0002,0.0,185925600.0,1.97
1581,30000,0.2,0.1165,-0.0036,-2.5261,826.8,2000.0,2.5461,4.7617,27.0992,0.158,9.6393,-1.1762,-0.0199,-0.286,-0.1905,-0.6345,-0.0815,-0.6181,-0.0154,-0.0901,5.3295,0.237,0.2001,0.9998,0.0002,0.0,186043200.0,2.02
1582,30000,0.2,0.1156,-0.0047,-2.5285,821.65,2000.0,2.5324,4.7612,27.0695,0.1582,9.6424,-1.1757,-0.0193,-0.2838,-0.1859,-0.6339,-0.0743,-0.6154,-0.0152,-0.0896,5.3298,0.241,0.2005,0.9998,0.0002,0.0,186160800.0,2.01
1583,30000,0.2,0.1144,-0.0038,-2.5377,823.53,2000.0,2.5105,4.7632,27.1108,0.1581,9.6454,-1.1786,-0.0192,-0.2811,-0.183,-0.6353,-0.0679,-0.6143,-0.0151,-0.0896,5.3288,0.2363,0.199,0.9998,0.0002,0.0,186278400.0,2.01
1584,30000,0.2,0.116,-0.0026,-2.534,839.11,2000.0,2.5523,4.7573,27.7991,0.1579,9.6478,-1.1767,-0.0199,-0.286,-0.1884,-0.6309,-0.0765,-0.6178,-0.0152,-0.0897,5.3257,0.1745,0.204,0.9998,0.0002,0.0,186396000.0,2.0
1585,30000,0.2,0.1237,-0.0017,-2.5138,828.07,1981.79,2.4946,4.6674,27.0974,0.1555,9.4634,-1.1555,-0.0182,-0.2726,-0.1816,-0.6157,-0.0624,-0.6044,-0.0149,-0.0877,5.3215,0.1881,0.1997,0.9996,0.0004,0.0,186513600.0,1.98
1586,30000,0.2,0.1145,-0.0022,-2.502,824.76,2000.0,2.5285,4.7604,26.8616,0.1577,9.6329,-1.1755,-0.0195,-0.281,-0.187,-0.6336,-0.0786,-0.6167,-0.0152,-0.0899,5.3177,0.2595,0.2012,0.9996,0.0004,0.0,186631200.0,2.03
1587,30000,0.2,0.114,-0.0005,-2.4909,823.24,2000.0,2.5404,4.7666,27.1808,0.1585,9.6434,-1.1765,-0.0198,-0.2867,-0.1888,-0.6342,-0.07,-0.6179,-0.0153,-0.0895,5.3154,0.2305,0.1957,0.9996,0.0004,0.0,186748800.0,1.97
1588,30000,0.2,0.1131,-0.001,-2.48,831.1,2000.0,2.545,4.7603,26.9754,0.1575,9.6443,-1.1774,-0.0196,-0.2834,-0.1898,-0.6316,-0.0855,-0.6201,-0.0153,-0.0901,5.3111,0.2491,0.2013,0.9996,0.0004,0.0,186866400.0,2.0
1589,30000,0.2,0.1122,-0.0033,-2.4847,833.48,2000.0,2.5409,4.7624,27.9392,0.159,9.6463,-1.1784,-0.0201,-0.2819,-0.1908,-0.6329,-0.0658,-0.6199,-0.0153,-0.0891,5.3084,0.1615,0.1997,0.9996,0.0004,0.0,186984000.0,1.96
1590,30000,0.2,0.1117,-0.0022,-2.481,831.69,2000.0,2.5397,4.7616,27.385,0.1572,9.6387,-1.176,-0.0189,-0.2844,-0.1888,-0.6331,-0.0815,-0.6149,-0.0152,-0.0904,5.3104,0.2119,0.2002,0.9996,0.0004,0.0,187101600.0,1.99
1591,30000,0.2,0.109,-0.0009,-2.4701,828.18,2000.0,2.5212,4.7658,27.9031,0.158,9.6599,-1.1822,-0.0191,-0.2805,-0.1912,-0.6366,-0.0638,-0.6139,-0.0152,-0.0898,5.3074,0.1655,0.1967,0.9996,0.0004,0.0,187219200.0,1.93
1592,30000,0.2,0.108,-0.0039,-2.4644,839.47,2000.0,2.5513,4.7616,27.8638,0.1579,9.6496,-1.1773,-0.0198,-0.2838,-0.1908,-0.6303,-0.0614,-0.6162,-0.0151,-0.0888,5.3082,0.1681,0.2001,0.9996,0.0004,0.0,187336800.0,1.97
1593,30000,0.2,0.108,-0.0022,-2.4493,828.64,2000.0,2.557,4.7484,26.7637,0.158,9.6325,-1.1778,-0.0197,-0.285,-0.1875,-0.6304,-0.0592,-0.6203,-0.0151,-0.0886,5.3129,0.2682,0.2118,0.9996,0.0004,0.0,187454400.0,1.91
1594,30000,0.2,0.108,0.0002,-2.4569,825.27,2000.0,2.5346,4.7594,27.2403,0.1591,9.631,-1.1779,-0.02,-0.286,-0.1814,-0.6331,-0.0806,-0.6156,-0.0154,-0.0898,5.3145,0.2243,0.2019,0.9996,0.0004,0.0,187572000.0,1.97
1595,30000,0.2,0.1075,-0.0027,-2.4727,830.0,2000.0,2.5294,4.7671,27.4251,0.1579,9.6593,-1.183,-0.019,-0.2778,-0.1912,-0.6344,-0.0708,-0.6189,-0.0153,-0.0896,5.3167,0.2086,0.1953,0.9996,0.0004,0.0,187689600.0,1.96
1596,30000,0.2,0.1077,-0.0018,-2.4781,827.85,2000.0,2.497,4.7704,27.2648,0.1571,9.6487,-1.1841,-0.0179,-0.2696,-0.1825,-0.6385,-0.0822,-0.6145,-0.0153,-0.0911,5.3159,0.2234,0.1925,0.9996,0.0004,0.0,187807200.0,1.96
1597,30000,0.2,0.1072,-0.0039,-2.4511,834.37,2000.0,2.522,4.7677,27.5405,0.1575,9.6535,-1.1855,-0.0189,-0.2762,-0.1897,-0.6367,-0.0706,-0.6236,-0.0152,-0.0909,5.318,0.1978,0.1952,0.9996,0.0004,0.0,187924800.0,2.01
1598,30000,0.2,0.1094,-0.0009,-2.4714,831.3,2000.0,2.5457,4.7641,27.3802,0.1582,9.6555,-1.1803,-0.0196,-0.2775,-0.1915,-0.6331,-0.0792,-0.6227,-0.0154,-0.09,5.3228,0.2121,0.198,0.9996,0.0004,0.0,188042400.0,2.0
1599,30000,0.2,0.1098,-0.0042,-2.4899,833.48,2000.0,2.5459,4.761,27.3538,0.1567,9.6555,-1.1826,-0.0193,-0.2794,-0.1948,-0.6305,-0.082,-0.6206,-0.0153,-0.0903,5.3248,0.215,0.2007,0.9996,0.0004,0.0,188160000.0,2.0
1600,30000,0.2,0.1127,-0.0053,-2.51,839.72,2000.0,2.525,4.7615,27.9429,0.1564,9.6584,-1.1827,-0.0188,-0.2753,-0.1864,-0.6311,-0.0722,-0.6182,-0.0151,-0.0901,5.3223,0.162,0.2003,0.9996,0.0004,0.0,188277600.0,2.02
1601,30000,0.2,0.1133,-0.0035,-2.5157,840.98,2000.0,2.5137,4.7632,28.1067,0.1574,9.6404,-1.1808,-0.0186,-0.278,-0.1766,-0.6354,-0.0771,-0.6098,-0.0152,-0.0899,5.3241,0.1466,0.1988,0.9996,0.0004,0.0,188395200.0,1.95
1602,30000,0.2,0.1149,-0.0045,-2.5182,836.33,2000.0,2.5324,4.7651,27.8644,0.1575,9.6472,-1.1892,-0.0204,-0.2773,-0.2092,-0.6326,-0.0769,-0.6252,-0.0154,-0.0914,5.3199,0.1678,0.1972,0.9996,0.0004,0.0,188512800.0,1.97
1603,30000,0.2,0.1155,-0.004,-2.5367,836.45,2000.0,2.5422,4.7599,28.2911,0.1577,9.6581,-1.1775,-0.0184,-0.2775,-0.1814,-0.6315,-0.0784,-0.6134,-0.0152,-0.0897,5.3145,0.1292,0.2015,0.9996,0.0004,0.0,188630400.0,2.01
1604,30000,0.2,0.1145,-0.0022,-2.5354,838.29,2000.0,2.5191,4.7672,27.9495,0.1586,9.6503,-1.1815,-0.0189,-0.2764,-0.1818,-0.6321,-0.0559,-0.6143,-0.0152,-0.0891,5.3123,0.1608,0.1954,0.9996,0.0004,0.0,188748000.0,1.97
1605,30000,0.2,0.1127,-0.0011,-2.5284,832.6,2000.0,2.5474,4.7646,27.3289,0.1587,9.6644,-1.1812,-0.0194,-0.2788,-0.1887,-0.6293,-0.0606,-0.62,-0.0152,-0.0892,5.3086,0.2171,0.1976,0.9996,0.0004,0.0,188865600.0,1.97
1606,30000,0.2,0.1132,0.0005,-2.5388,834.09,2000.0,2.503,4.7685,27.4023,0.1566,9.6612,-1.1842,-0.0186,-0.2724,-0.1798,-0.6355,-0.063,-0.6132,-0.015,-0.0903,5.3124,0.211,0.1944,0.9996,0.0004,0.0,188983200.0,1.98
1607,30000,0.2,0.1123,-0.0025,-2.5545,835.83,2000.0,2.5355,4.759,27.6119,0.1578,9.6344,-1.1819,-0.0202,-0.2836,-0.1894,-0.6334,-0.0701,-0.619,-0.0152,-0.09,5.3115,0.1908,0.2025,0.9996,0.0004,0.0,189100800.0,1.98
1608,30000,0.2,0.1124,-0.0048,-2.5711,839.86,2000.0,2.5611,4.7624,28.3402,0.1569,9.6525,-1.1832,-0.0195,-0.2823,-0.2006,-0.6309,-0.0807,-0.6205,-0.0153,-0.0905,5.3156,0.1249,0.1995,0.9996,0.0004,0.0,189218400.0,1.95
1609,30000,0.2,0.1141,-0.0039,-2.5438,841.37,2000.0,2.528,4.7616,28.0829,0.1576,9.657,-1.1831,-0.0191,-0.2792,-0.186,-0.6332,-0.0679,-0.6147,-0.0151,-0.09,5.3153,0.1487,0.2001,0.9996,0.0004,0.0,189336000.0,1.92
1610,30000,0.2,0.1133,-0.0044,-2.5516,834.46,2000.0,2.5234,4.7599,27.779,0.1572,9.6517,-1.1829,-0.0191,-0.2792,-0.1815,-0.6309,-0.0667,-0.6164,-0.0151,-0.0904,5.3132,0.1765,0.202,0.9996,0.0004,0.0,189453600.0,1.97
1611,30000,0.2,0.1124,-0.002,-2.557,827.03,2000.0,2.5276,4.7675,27.1563,0.1574,9.6478,-1.1846,-0.0187,-0.2746,-0.1914,-0.6368,-0.081,-0.6229,-0.0154,-0.0911,5.3141,0.2328,0.1952,0.9996,0.0004,0.0,189571200.0,1.95
1612,30000,0.2,0.1135,-0.0014,-2.5738,832.68,2000.0,2.5086,4.7656,27.4572,0.1577,9.6108,-1.1831,-0.0194,-0.2804,-0.1914,-0.6295,-0.0724,-0.6171,-0.0152,-0.0898,5.3162,0.2052,0.1967,0.9996,0.0004,0.0,189688800.0,1.98
1613,30000,0.2,0.1125,-0.0012,-2.5838,836.84,2000.0,2.5308,4.7594,27.6446,0.1573,9.6467,-1.1793,-0.019,-0.2771,-0.1835,-0.6289,-0.0849,-0.614,-0.0152,-0.0905,5.3198,0.1883,0.2022,0.9996,0.0004,0.0,189806400.0,1.96
1614,30000,0.19,0.1115,-0.0027,-2.6044,832.93,2000.0,2.5459,4.758,27.9957,0.158,9.6428,-1.1785,-0.0196,-0.2815,-0.1891,-0.6275,-0.0756,-0.6186,-0.0152,-0.0896,5.3184,0.156,0.2033,0.9996,0.0004,0.0,189924000.0,2.05
1615,30000,0.19,0.1114,-0.0028,-2.6208,832.71,2000.0,2.5389,4.7559,27.2214,0.1578,9.6241,-1.1804,-0.0196,-0.2863,-0.1892,-0.6295,-0.0779,-0.6175,-0.0152,-0.0899,5.3155,0.2267,0.2051,0.9996,0.0004,0.0,190041600.0,1.93
1616,30000,0.19,0.11,-0.0033,-2.6383,828.33,2000.0,2.5279,4.7626,27.4687,0.1574,9.6596,-1.1857,-0.0186,-0.275,-0.1891,-0.632,-0.0729,-0.6224,-0.0152,-0.0902,5.3147,0.2048,0.1995,0.9996,0.0004,0.0,190159200.0,2.0
1617,30000,0.19,0.1109,-0.0028,-2.6331,836.82,2000.0,2.5214,4.7639,27.8324,0.1566,9.6531,-1.1869,-0.0194,-0.2768,-0.1923,-0.6328,-0.0788,-0.6227,-0.0152,-0.0913,5.3186,0.1717,0.1983,0.9996,0.0004,0.0,190276800.0,1.98
1618,30000,0.19,0.1115,-0.0005,-2.619,822.96,2000.0,2.5243,4.7606,26.8303,0.1564,9.6448,-1.1852,-0.0188,-0.2791,-0.1885,-0.6338,-0.0813,-0.6222,-0.0152,-0.0912,5.3225,0.263,0.2012,0.9996,0.0004,0.0,190394400.0,2.04
1619,30000,0.19,0.1095,-0.0034,-2.6416,827.4,2000.0,2.5435,4.7596,27.4496,0.1578,9.6335,-1.1803,-0.0197,-0.2843,-0.1965,-0.6294,-0.0789,-0.6188,-0.0153,-0.0898,5.3225,0.2054,0.2017,0.9997,0.0003,0.0,190512000.0,2.01
1620,30000,0.19,0.1133,-0.0026,-2.6395,830.46,2000.0,2.5164,4.7646,27.5622,0.1578,9.6484,-1.1829,-0.0183,-0.2778,-0.1847,-0.6376,-0.0866,-0.6184,-0.0153,-0.0908,5.3282,0.1959,0.1975,0.9998,0.0002,0.0,190629600.0,2.07
1621,30000,0.19,0.1524,-0.0015,-2.6275,820.1,1980.51,2.5037,4.7076,27.1507,0.1556,9.5548,-1.1717,-0.0191,-0.2745,-0.1851,-0.6215,-0.0715,-0.6137,-0.015,-0.0891,5.3291,0.2063,0.2032,0.9997,0.0003,0.0,190747200.0,2.08
1622,30000,0.19,0.1111,-0.0022,-2.6214,826.57,2000.0,2.5259,4.7676,27.7864,0.1569,9.6563,-1.1835,-0.0195,-0.2699,-0.1916,-0.6308,-0.0862,-0.6205,-0.0154,-0.0919,5.3309,0.1761,0.1951,0.9996,0.0004,0.0,190864800.0,2.41
1623,30000,0.19,0.1093,-0.0045,-2.633,834.7,2000.0,2.5233,4.7609,27.375,0.158,9.6362,-1.1837,-0.0193,-0.2776,-0.1846,-0.6315,-0.08,-0.6199,-0.0153,-0.0906,5.3297,0.2134,0.2009,0.9996,0.0004,0.0,190982400.0,2.08
1624,30000,0.19,0.1117,-0.0028,-2.6388,837.27,2000.0,2.5341,4.7609,27.991,0.1574,9.661,-1.1864,-0.0189,-0.2724,-0.1915,-0.6292,-0.0708,-0.622,-0.0152,-0.09,5.3251,0.158,0.2009,0.9996,0.0004,0.0,191100000.0,2.0
1625,30000,0.19,0.1117,-0.0025,-2.6305,829.64,2000.0,2.5532,4.754,26.8053,0.1574,9.6405,-1.18,-0.0198,-0.2802,-0.1914,-0.6209,-0.0658,-0.6229,-0.0151,-0.0897,5.3234,0.2638,0.2068,0.9996,0.0004,0.0,191217600.0,2.11
1626,30000,0.19,0.1115,-0.003,-2.6291,828.36,2000.0,2.5359,4.7568,27.2345,0.158,9.6368,-1.1846,-0.0193,-0.2826,-0.1923,-0.6262,-0.0706,-0.6217,-0.0152,-0.0898,5.3271,0.226,0.2044,0.9996,0.0004,0.0,191335200.0,2.16
1627,30000,0.19,0.1133,-0.0028,-2.6345,839.53,2000.0,2.5486,4.7532,27.9721,0.1573,9.6453,-1.1807,-0.019,-0.2815,-0.1865,-0.6258,-0.0907,-0.6181,-0.0153,-0.0906,5.3288,0.159,0.2075,0.9996,0.0004,0.0,191452800.0,2.01
1628,30000,0.19,0.1132,0.0004,-2.6402,839.71,2000.0,2.5392,4.7607,28.1085,0.157,9.6466,-1.1855,-0.0197,-0.2812,-0.1948,-0.6307,-0.0695,-0.6234,-0.0152,-0.0901,5.3304,0.1467,0.2009,0.9996,0.0004,0.0,191570400.0,2.03
1629,30000,0.19,0.1133,-0.0033,-2.6523,833.55,2000.0,2.5216,4.7589,27.652,0.1572,9.6482,-1.1871,-0.0191,-0.2764,-0.1953,-0.6287,-0.0743,-0.6224,-0.0153,-0.0908,5.3241,0.188,0.2025,0.9996,0.0004,0.0,191688000.0,2.01
1630,30000,0.19,0.114,-0.0033,-2.649,834.76,2000.0,2.5396,4.7577,27.9479,0.1573,9.6417,-1.1802,-0.0201,-0.2802,-0.1885,-0.6273,-0.0731,-0.6203,-0.0153,-0.09,5.3197,0.1612,0.2036,0.9996,0.0004,0.0,191805600.0,1.94
1631,30000,0.19,0.1161,-0.0018,-2.6497,833.37,2000.0,2.5261,4.757,28.076,0.1572,9.6453,-1.1853,-0.0201,-0.2765,-0.1961,-0.6289,-0.0713,-0.628,-0.0152,-0.0905,5.3171,0.1497,0.2044,0.9996,0.0004,0.0,191923200.0,2.0
1632,30000,0.19,0.1168,-0.0028,-2.6346,831.23,2000.0,2.5209,4.7635,27.7412,0.1573,9.6528,-1.1849,-0.0182,-0.2756,-0.1869,-0.6301,-0.083,-0.6228,-0.0153,-0.091,5.3172,0.1808,0.1985,0.9996,0.0004,0.0,192040800.0,2.01
1633,30000,0.19,0.1177,-0.0016,-2.6353,827.36,2000.0,2.5265,4.7588,27.4002,0.1572,9.6352,-1.1824,-0.0193,-0.2775,-0.1883,-0.6261,-0.0763,-0.6271,-0.0153,-0.0907,5.3172,0.2107,0.2028,0.9996,0.0004,0.0,192158400.0,1.96
1634,30000,0.19,0.1188,0.0022,-2.6389,821.56,2000.0,2.533,4.759,27.7194,0.1576,9.643,-1.184,-0.0197,-0.2765,-0.1938,-0.627,-0.0704,-0.6242,-0.0153,-0.0904,5.3187,0.1821,0.2026,0.9996,0.0004,0.0,192276000.0,1.99
1635,30000,0.19,0.1173,-0.0037,-2.6616,825.57,2000.0,2.5091,4.7579,26.5684,0.1585,9.6235,-1.1795,-0.0193,-0.2788,-0.1817,-0.6263,-0.0727,-0.6239,-0.0153,-0.0899,5.3237,0.2865,0.2035,0.9996,0.0004,0.0,192393600.0,2.05
1636,30000,0.19,0.1183,-0.0021,-2.6418,836.87,2000.0,2.5538,4.7522,27.7735,0.1581,9.6233,-1.1787,-0.0194,-0.2874,-0.1928,-0.6217,-0.069,-0.6245,-0.0153,-0.0891,5.3244,0.176,0.2083,0.9996,0.0004,0.0,192511200.0,2.0
